
Co./Last Name							Invoice No.	Date				Item Number	Quantity	Description																																		Record ID
Sam Turners Cafe Northallerton							F53157446	02/05/2026				JB4	1	Potatoes - Jacket 40's																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				LW	12	Salad - Bryans Leafy Salad																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				TBBS	10	Tomatoes - Beef																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				TC	2	Tomatoes - Cherry (Tray)																																		SA10

The Brownlow Arms Richmond							F53130069	02/05/2026				MSS2	6	Milk - Semi Skimmed (Green Top)																																		BR8
The Brownlow Arms Richmond							F53130069	02/05/2026				WCD4	6	Cream - Double																																		BR8
The Brownlow Arms Richmond							F53130069	02/05/2026				P10	6	Potatoes - Peeled Standard (blue bag)																																		BR8
The Brownlow Arms Richmond							F53130069	02/05/2026				RCL	4	Chips - Raw Chunky																																		BR8

Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				P10	5	Potatoes - Peeled Standard (blue bag)																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				CW	2	Cabbage - White																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				CR	1	Cress																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				MB6	3	Mushrooms - Button (Medium)																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				PEC	4	Pea Shoots																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				LW	5	Salad - Bryans Leafy Salad																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				TEN	3	Salad - Tender Leaves																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				CU	12	Cucumber																																		LI4
Little Drummer Boy Tearoom Ltd							F53161098	02/05/2026				MISC	1	Miscellaneous																																		LI4

The Savoury Cafe Darlington							F53155899	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		SA2

La Cocina Richmond Limited							F53163420	02/05/2026				HC	1	Herb - Chives																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				HM	1	Herb - Mint																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				S5	2	Strawberries																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				RASP	2	Raspberries																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				LE	15	Lemons																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				CU	3	Cucumber																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				TCP	2	Tomatoes - Cherry																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				POL	1	Peppers - Padron																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				SP	2	Spinach																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				HR1	4	Rocket Herbs																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				AU	2	Aubergines																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		LC1
La Cocina Richmond Limited							F53163420	02/05/2026				AU	2	Aubergines																																		LC1

Market fish n chips							F53165457	02/05/2026				RC14	7	Chips - Raw Fish Shop																																		MA4

Hustle							F53150537	02/05/2026				CB2	1	Carrots - Batons																																		FO4
Hustle							F53150537	02/05/2026				P10	1	Potatoes - Peeled Standard (blue bag)																																		FO4

Black Horse Inn							F53161643	02/05/2026				WCD4	3	Cream - Double																																		BL7
Black Horse Inn							F53161643	02/05/2026				LB	4	Lettuce - Baby Gem																																		BL7
Black Horse Inn							F53161643	02/05/2026				CU	6	Cucumber																																		BL7
Black Horse Inn							F53161643	02/05/2026				PPS	2	Potatoes - Selected Peeled (clear bags)																																		BL7

Duke of Wellington							F53165293	02/05/2026				POR	4	Chips - Chunky (Vacuum Pack)																																		DU3
Duke of Wellington							F53165293	02/05/2026				LEB	1	Leeks																																		DU3
Duke of Wellington							F53165293	02/05/2026				SD2	2	Swedes - Diced																																		DU3
Duke of Wellington							F53165293	02/05/2026				CGS2	2	Cabbage - Green (Shredded) Vac Pac																																		DU3
Duke of Wellington							F53165293	02/05/2026				BP2	1	Broccoli Florets																																		DU3
Duke of Wellington							F53165293	02/05/2026				BUT1	8	Butter - Salted																																		DU3
Duke of Wellington							F53165293	02/05/2026				PC1	2	Potatoes - Clean Cut																																		DU3
Duke of Wellington							F53165293	02/05/2026				CFB	1	Cauliflower																																		DU3
Duke of Wellington							F53165293	02/05/2026				PAQ2	2	Parsnips - Quartered Prepared																																		DU3
Duke of Wellington							F53165293	02/05/2026				CAB	1	Carrots																																		DU3
Duke of Wellington							F53165293	02/05/2026				MSS2	3	Milk - Semi Skimmed (Green Top)																																		DU3
Duke of Wellington							F53165293	02/05/2026				C53	1	Cheese - Grated White Buttercup																																		DU3
Duke of Wellington							F53165293	02/05/2026				C16	1	Cheese - Red Grated																																		DU3
Duke of Wellington							F53165293	02/05/2026				PAK	1	Parsley - Curly																																		DU3
Duke of Wellington							F53165293	02/05/2026				PAKFL	1	Parsley - Flat Leaf Loose																																		DU3

The Warehouse Kitchen & Bar							F53168129	02/05/2026				FEE	1	Service Fee																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				SP	3	Spinach																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				HR5	1	Rocket Herbs																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				S5	2	Strawberries																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				BERBL	2	Blueberries																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				MW	1	Watermelon																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				CHIRK	0.25	Chillies - Red																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				CHIGK	0.25	Chillies - Green																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				SO	4	Spring Onions																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				ADV	6	Avocados																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				PRP	1	Potato Red Skin																																		WA4
The Warehouse Kitchen & Bar							F53168129	02/05/2026				ORB	1	Onions - Red																																		WA4

Belle Vue Fisheries							F52888406	02/05/2026				RCL	4	Chips - Raw Chunky																																		BE1

Fatso's							F53143791	02/05/2026				CG5	10	Carrots Grated																																		FA9
Fatso's							F53143791	02/05/2026				OI	3	Oil - Pure Vegetable																																		FA9

The Elm Tree							F52888365	02/05/2026				P10	2	Potatoes - Peeled Standard (blue bag)																																		EM
The Elm Tree							F52888365	02/05/2026				CGS2	1	Cabbage - Green (Shredded) Vac Pac																																		EM
The Elm Tree							F52888365	02/05/2026				SD2	1	Swedes - Diced																																		EM
The Elm Tree							F52888365	02/05/2026				CB2	1	Carrots - Batons																																		EM
The Elm Tree							F52888365	02/05/2026				SD5	1	Swedes - Diced																																		EM
The Elm Tree							F52888365	02/05/2026				CB5	1	Carrots - Batons																																		EM

Hammer & Pincers							F53163786	02/05/2026				RCL	2	Chips - Raw Chunky																																		BL1
Hammer & Pincers							F53163786	02/05/2026				JBRP	1	Potatoes - Baby Roast																																		BL1
Hammer & Pincers							F53163786	02/05/2026				PQ10	2	Potatoes - Cut (Roast)																																		BL1
Hammer & Pincers							F53163786	02/05/2026				GMO	1	Cheese - Mozzarella Grated																																		BL1
Hammer & Pincers							F53163786	02/05/2026				C16	2	Cheese - Red Grated																																		BL1

Dun Cow Inn							F53162579	02/05/2026				AU	2	Aubergines																																		DU2
Dun Cow Inn							F53162579	02/05/2026				CFB	1	Cauliflower																																		DU2
Dun Cow Inn							F53162579	02/05/2026				C	2	Celery																																		DU2
Dun Cow Inn							F53162579	02/05/2026				C53	2	Cheese - Grated White Buttercup																																		DU2
Dun Cow Inn							F53162579	02/05/2026				C16	2	Cheese - Red Grated																																		DU2
Dun Cow Inn							F53162579	02/05/2026				RCL	10	Chips - Raw Chunky																																		DU2
Dun Cow Inn							F53162579	02/05/2026				COK	1	Courgette																																		DU2
Dun Cow Inn							F53162579	02/05/2026				WC4	3	Cream - Whipping																																		DU2
Dun Cow Inn							F53162579	02/05/2026				CU1	1	Cucumber																																		DU2
Dun Cow Inn							F53162579	02/05/2026				GAB	1	Garlic - Peeled																																		DU2
Dun Cow Inn							F53162579	02/05/2026				LR	10	Lettuce - Radicchio																																		DU2
Dun Cow Inn							F53162579	02/05/2026				LOL	1	Lettuce - Lollo Rosso																																		DU2
Dun Cow Inn							F53162579	02/05/2026				MSS2	6	Milk - Semi Skimmed (Green Top)																																		DU2
Dun Cow Inn							F53162579	02/05/2026				MB6	2	Mushrooms - Button (Medium)																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PEC	2	Pea Shoots																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PG	2	Peppers - Green																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PR	2	Peppers - Red																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PY	2	Peppers - Yellow																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PLUK	1	Plums																																		DU2
Dun Cow Inn							F53162579	02/05/2026				PPS	2	Potatoes - Selected Peeled (clear bags)																																		DU2
Dun Cow Inn							F53162579	02/05/2026				HR1	1	Rocket Herbs																																		DU2
Dun Cow Inn							F53162579	02/05/2026				TB	1	Tomatoes																																		DU2
Dun Cow Inn							F53162579	02/05/2026				WCP	1	Watercress																																		DU2

O'Connells Middlesbrough							F53146606	02/05/2026				PQ10	8	Potatoes - Cut (Roast)																																		OC
O'Connells Middlesbrough							F53146606	02/05/2026				RCL	1	Chips - Raw Chunky																																		OC

The Smith's Arms Carlton							F52888352	02/05/2026				PAQ2	2	Parsnips - Quartered Prepared																																		SM1
The Smith's Arms Carlton							F52888352	02/05/2026				BP2	1	Broccoli Florets																																		SM1
The Smith's Arms Carlton							F52888352	02/05/2026				CF2	1	Cauliflower - Prepared																																		SM1
The Smith's Arms Carlton							F52888352	02/05/2026				SUB	1	Peas - Sugar Snap																																		SM1

The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				SWM	4	Chips - Skin On Fries																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				GAB	1	Garlic - Peeled																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				SD5	1	Swedes - Diced																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				BFB	1	Beans - Fine																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				C	2	Celery																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				CU	3	Cucumber																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				MB6	2	Mushrooms - Button (Medium)																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				PARK	3	Parsnip																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				MP	1	Peppers - Mixed																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				PRP	2	Potato Red Skin																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				TB	1	Tomatoes																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				TBBS	5	Tomatoes - Beef																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				LE	10	Lemons																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				GMO	3	Cheese - Mozzarella Grated																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				C17	5	Cheese - Soprano Red Grated																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				WCD4	1	Cream - Double																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				EB	1	Eggs																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				MSS2	5	Milk - Semi Skimmed (Green Top)																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				M2	5	Milk - Whole Blue Top																																		SC4
The Scruffy Duck Valiant Pub Company Ltd							F53163230	02/05/2026				YT1	1	Yoghurt - Natural																																		SC4

The Senators Stockton							F52888369	02/05/2026				PQ10	2	Potatoes - Cut (Roast)																																		SE
The Senators Stockton							F52888369	02/05/2026				CB5	1	Carrots - Batons																																		SE
The Senators Stockton							F52888369	02/05/2026				CGS2	1	Cabbage - Green (Shredded) Vac Pac																																		SE
The Senators Stockton							F52888369	02/05/2026				E	1	Eggs																																		SE

Chipchase Chippy Middlesbrough							F52886178	02/05/2026				RC14	3	Chips - Raw Fish Shop																																		CH14
Chipchase Chippy Middlesbrough							F52886178	02/05/2026				Key	1	Key																																		CH14

The Smith's Arms Carlton							F53164048	02/05/2026				POR	4	Chips - Chunky (Vacuum Pack)																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				SWM	1	Chips - Skin On Fries																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				TK	1	Tomatoes																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				TCP	3	Tomatoes - Cherry																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				MSS2	4	Milk - Semi Skimmed (Green Top)																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				SP	1	Spinach																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				HR1	1	Rocket Herbs																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				LB	2	Lettuce - Baby Gem																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				BUT	4	Butter - Unsalted																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				C48	2	Cheese - Halloumi																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				Cl	1	Cheese - Brie																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				PG	1	Peppers - Green																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				PR	1	Peppers - Red																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				PY	1	Peppers - Yellow																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				ONC	2	Onions - Chilli																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				GMO	2	Cheese - Mozzarella Grated																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				C17	2	Cheese - Soprano Red Grated																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				CU	2	Cucumber																																		SM1
The Smith's Arms Carlton							F53164048	02/05/2026				BTL	2	Broccoli - Tenderstem																																		SM1

The Mitre Stockton							F53161803	02/05/2026				BRB	1	Broccoli																																		MI2
The Mitre Stockton							F53161803	02/05/2026				BRK	2	Broccoli																																		MI2
The Mitre Stockton							F53161803	02/05/2026				C16	3	Cheese - Red Grated																																		MI2
The Mitre Stockton							F53161803	02/05/2026				RCL	11	Chips - Raw Chunky																																		MI2
The Mitre Stockton							F53161803	02/05/2026				CM2	1	Coleslaw - Mix																																		MI2
The Mitre Stockton							F53161803	02/05/2026				T72	1	Cornflour																																		MI2
The Mitre Stockton							F53161803	02/05/2026				LE	3	Lemons																																		MI2
The Mitre Stockton							F53161803	02/05/2026				LIM	2	Limes																																		MI2
The Mitre Stockton							F53161803	02/05/2026				MSS2	6	Milk - Semi Skimmed (Green Top)																																		MI2
The Mitre Stockton							F53161803	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		MI2
The Mitre Stockton							F53161803	02/05/2026				ONC	4	Onions - Chilli																																		MI2
The Mitre Stockton							F53161803	02/05/2026				T11S	2	Peas - Mushy																																		MI2
The Mitre Stockton							F53161803	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		MI2
The Mitre Stockton							F53161803	02/05/2026				TK	3	Tomatoes																																		MI2

Fatso's							F53150464	02/05/2026				GWB	4	Puree - Garlic																																		FA9

Hamilton Russell							F53163898	02/05/2026				FL2	1	Flour - Plain																																		HA11
Hamilton Russell							F53163898	02/05/2026				ADV	10	Avocados																																		HA11
Hamilton Russell							F53163898	02/05/2026				CW	1	Cabbage - White																																		HA11
Hamilton Russell							F53163898	02/05/2026				CAB	1	Carrots																																		HA11
Hamilton Russell							F53163898	02/05/2026				C	2	Celery																																		HA11
Hamilton Russell							F53163898	02/05/2026				RCL	14	Chips - Raw Chunky																																		HA11
Hamilton Russell							F53163898	02/05/2026				CU	10	Cucumber																																		HA11
Hamilton Russell							F53163898	02/05/2026				E	3	Eggs																																		HA11
Hamilton Russell							F53163898	02/05/2026				HM	1	Herb - Mint																																		HA11
Hamilton Russell							F53163898	02/05/2026				HTI	1	Herb - Thyme																																		HA11
Hamilton Russell							F53163898	02/05/2026				LEE	1	Leeks																																		HA11
Hamilton Russell							F53163898	02/05/2026				LE	10	Lemons																																		HA11
Hamilton Russell							F53163898	02/05/2026				LIB	1	Lettuce - Iceberg																																		HA11
Hamilton Russell							F53163898	02/05/2026				LIM	10	Limes																																		HA11
Hamilton Russell							F53163898	02/05/2026				MA10	1	Mayonnaise - Real																																		HA11
Hamilton Russell							F53163898	02/05/2026				M2	18	Milk - Whole Blue Top																																		HA11
Hamilton Russell							F53163898	02/05/2026				MU	1	Mushrooms - Open White Flats																																		HA11
Hamilton Russell							F53163898	02/05/2026				ONCB	1	Onions - Chilli																																		HA11
Hamilton Russell							F53163898	02/05/2026				ORK	1	Onions - Red																																		HA11
Hamilton Russell							F53163898	02/05/2026				O	5	Oranges - Medium																																		HA11
Hamilton Russell							F53163898	02/05/2026				PPS	2	Potatoes - Selected Peeled (clear bags)																																		HA11
Hamilton Russell							F53163898	02/05/2026				SO	4	Spring Onions																																		HA11

Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				LS2	1	Leeks - Sliced																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				PAQ2	1	Parsnips - Quartered Prepared																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				BOB	5	Beans - Fine																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				BSP	1	Bean Sprouts																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				BTL	5	Broccoli - Tenderstem																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				CBD	3	Carrots - Chantenay																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				MA20	5	Mangetout																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				ONC	4	Onions - Chilli																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				ORK	4	Onions - Red																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				SHAN	1	Pak Choi - Shanghai Green																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				SUT	5	Peas - Sugar Snap																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				MP	1	Peppers - Mixed																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				B	1	Bananas																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				LE	8	Lemons																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				RASP	1	Raspberries																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				WC4	2	Cream - Whipping																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53159947	02/05/2026				MSS2	6	Milk - Semi Skimmed (Green Top)																																		RI2

The Fish and Chip Co							F53162597	02/05/2026				RC14	8	Chips - Raw Fish Shop																																		FI2

Merlin Billingham							F52888387	02/05/2026				RCL	25	Chips - Raw Chunky																																		ME

Purple Pepper Takeaway Stockton							F52886111	02/05/2026				Key	1	Key																																		RE12
Purple Pepper Takeaway Stockton							F52886111	02/05/2026				RCL	12	Chips - Raw Chunky																																		RE12

Byrd & Burgz							F53163876	02/05/2026				RCL	26	Chips - Raw Chunky																																		BY
Byrd & Burgz							F53163876	02/05/2026				Key	1	Key																																		BY

Amore Pizza Norton							F52888372	02/05/2026				Key	1	Key																																		AM
Amore Pizza Norton							F52888372	02/05/2026				RCL	16	Chips - Raw Chunky																																		AM

The Tipsy Cow							F53159613	02/05/2026				RCL	8	Chips - Raw Chunky																																		TI
The Tipsy Cow							F53159613	02/05/2026				PQ10	5	Potatoes - Cut (Roast)																																		TI

Cherry Hill Garden Centre							F53157907	02/05/2026				AR	6	Apples - Red																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				B	12	Bananas																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				CRF2	3	Cabbage - Red Fine Cut																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				CCH2	2	Carrot Chopped Fine																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				C	1	Celery																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				RCL	6	Chips - Raw Chunky																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				CU1	1	Cucumber																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				LIB	3	Lettuce - Iceberg																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				MB6	3	Mushrooms - Button (Medium)																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				ORB	1	Onions - Red																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				P	6	Pears																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				MP	2	Peppers - Mixed																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				SA	8	Satsumas																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				S5	3	Strawberries																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				TB	2	Tomatoes																																		CH
Cherry Hill Garden Centre							F53157907	02/05/2026				TC	3	Tomatoes - Cherry (Tray)																																		CH

The Wellington							F53162446	02/05/2026				MSS2	7	Milk - Semi Skimmed (Green Top)																																		WE3
The Wellington							F53162446	02/05/2026				PFL	4	Frozen Peas																																		WE3
The Wellington							F53162446	02/05/2026				RCL	5	Chips - Raw Chunky																																		WE3
The Wellington							F53162446	02/05/2026				CLM1	2	Coleslaw - Mix with Red & White Cabbage																																		WE3
The Wellington							F53162446	02/05/2026				C17	4	Cheese - Soprano Red Grated																																		WE3
The Wellington							F53162446	02/05/2026				CUS	3	Custard																																		WE3
The Wellington							F53162446	02/05/2026				TK	2	Tomatoes																																		WE3
The Wellington							F53162446	02/05/2026				BTL	3	Broccoli - Tenderstem																																		WE3
The Wellington							F53162446	02/05/2026				CU	4	Cucumber																																		WE3
The Wellington							F53162446	02/05/2026				LW	5	Salad - Bryans Leafy Salad																																		WE3
The Wellington							F53162446	02/05/2026				E	1	Eggs																																		WE3
The Wellington							F53162446	02/05/2026				LFG	1	Floor Gel - Lemon																																		WE3
The Wellington							F53162446	02/05/2026				LE	8	Lemons																																		WE3
The Wellington							F53162446	02/05/2026				T7	1	Apples - Solid Pack																																		WE3

Dragon Chinese							F53156824	02/05/2026				RCL	21	Chips - Raw Chunky																																		DR1

The Pub & Kitchen Cassop							F53163710	02/05/2026				PJB	12	Potatoes - Washed																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				PQ10	12	Potatoes - Cut (Roast)																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				CS5	7	Carrots - Sliced																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				SD5	13	Swedes - Diced																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				PAQ2	13	Parsnips - Quartered Prepared																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				CGS	6	Cabbage - Green (Shredded) **NOT Vac Pac**																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				C17B	1	Cheese - Soprano Red Grated																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				GMOB	1	Cheese - Mozzarella Grated																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				EB	1	Eggs																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				E	2	Eggs																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				M2	12	Milk - Whole Blue Top																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				LS2	1	Leeks - Sliced																																		PU
The Pub & Kitchen Cassop							F53163710	02/05/2026				MA10	1	Mayonnaise - Real																																		PU

The Poachers Metal Bridge							F53162173	02/05/2026				BFB	2	Beans - Fine																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				BUR	2	Buttermilk																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				CB5	1	Carrots - Batons																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				GMO	5	Cheese - Mozzarella Grated																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				SWP	2	Chips - Skinny Fries																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				CLM1	2	Coleslaw - Mix with Red & White Cabbage																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				EB	2	Eggs																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				HB	1	Herb - Basil																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				LE	6	Lemons																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				MSS2	8	Milk - Semi Skimmed (Green Top)																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				ONCB	1	Onions - Chilli																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				PAQ2	2	Parsnips - Quartered Prepared																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				MP	1	Peppers - Mixed																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				JBR	1	Potatoes - Baby Roast																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				PQ10	12	Potatoes - Cut (Roast)																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				JB4	1	Potatoes - Jacket 40's																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				HR5	2	Rocket Herbs																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				LW	6	Salad - Bryans Leafy Salad																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				SP	2	Spinach																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				SO	12	Spring Onions																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				TB	1	Tomatoes																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				TBB	1	Tomatoes - Beef																																		PO3
The Poachers Metal Bridge							F53162173	02/05/2026				C17B	1	Cheese - Soprano Red Grated																																		PO3

Golden House							F53166098	02/05/2026				RCL	12	Chips - Raw Chunky																																		GO1
Golden House							F53166098	02/05/2026				Key	1	Key																																		GO1

Blue Bells (Pub) Newton Bewley							F53171186	02/05/2026				CD2	1	Carrots - Diced																																		BL4
Blue Bells (Pub) Newton Bewley							F53171186	02/05/2026				CD5	1	Carrots - Diced																																		BL4
Blue Bells (Pub) Newton Bewley							F53171186	02/05/2026				SD5	2	Swedes - Diced																																		BL4
Blue Bells (Pub) Newton Bewley							F53171186	02/05/2026				CB5	2	Carrots - Batons																																		BL4

Teesside Golf Club (AC at Teesside Ltd)							F53171519	02/05/2026				PQ10	3	Potatoes - Cut (Roast)																																		RI2
Teesside Golf Club (AC at Teesside Ltd)							F53171519	02/05/2026				RCL	3	Chips - Raw Chunky																																		RI2

