
Co./Last Name							Invoice No.	Date				Item Number	Quantity	Description																																		Record ID
The Bay Horse Heighington							F53162162	02/05/2026				CB1	1	Cling Film																																		BA3
The Bay Horse Heighington							F53162162	02/05/2026				WWV	1	Cooking Wine - White																																		BA3
The Bay Horse Heighington							F53162162	02/05/2026				OL3	1	Olives - Black Pitted																																		BA3
The Bay Horse Heighington							F53162162	02/05/2026				OL	1	Olives - Green Pitted																																		BA3

Pizza Cottage & Cuccina							F52888134	02/05/2026				Key	1	Key																																		PI9
Pizza Cottage & Cuccina							F52888134	02/05/2026				RCL	10	Chips - Raw Chunky																																		PI9
Pizza Cottage & Cuccina							F52888134	02/05/2026				CWB	1	Cabbage - White																																		PI9

KASPAS Bishop Auckland							F53163793	02/05/2026				M2	10	Milk - Whole Blue Top																																		KA2
KASPAS Bishop Auckland							F53163793	02/05/2026				B	20	Bananas																																		KA2
KASPAS Bishop Auckland							F53163793	02/05/2026				HM	1	Herb - Mint																																		KA2

The 68 Cafe							F53157459	02/05/2026				T4	1	Baked Beans																																		CA2
The 68 Cafe							F53157459	02/05/2026				BEC	2	Beetroot (Cooked)																																		CA2
The 68 Cafe							F53157459	02/05/2026				BRK	2	Broccoli																																		CA2
The 68 Cafe							F53157459	02/05/2026				CW	5	Cabbage - White																																		CA2
The 68 Cafe							F53157459	02/05/2026				CAK	2	Carrots																																		CA2
The 68 Cafe							F53157459	02/05/2026				CB5	1	Carrots - Batons																																		CA2
The 68 Cafe							F53157459	02/05/2026				CB2	1	Carrots - Batons																																		CA2
The 68 Cafe							F53157459	02/05/2026				WCD4	2	Cream - Double																																		CA2
The 68 Cafe							F53157459	02/05/2026				CR	2	Cress																																		CA2
The 68 Cafe							F53157459	02/05/2026				CU	4	Cucumber																																		CA2
The 68 Cafe							F53157459	02/05/2026				LE	4	Lemons																																		CA2
The 68 Cafe							F53157459	02/05/2026				LI	4	Lettuce - Iceberg																																		CA2
The 68 Cafe							F53157459	02/05/2026				MSS2	10	Milk - Semi Skimmed (Green Top)																																		CA2
The 68 Cafe							F53157459	02/05/2026				M2	10	Milk - Whole Blue Top																																		CA2
The 68 Cafe							F53157459	02/05/2026				MB6	3	Mushrooms - Button (Medium)																																		CA2
The 68 Cafe							F53157459	02/05/2026				ONC	1	Onions - Chilli																																		CA2
The 68 Cafe							F53157459	02/05/2026				ORK	1	Onions - Red																																		CA2
The 68 Cafe							F53157459	02/05/2026				PAQ2	2	Parsnips - Quartered Prepared																																		CA2
The 68 Cafe							F53157459	02/05/2026				PG	2	Peppers - Green																																		CA2
The 68 Cafe							F53157459	02/05/2026				PR	2	Peppers - Red																																		CA2
The 68 Cafe							F53157459	02/05/2026				PY	2	Peppers - Yellow																																		CA2
The 68 Cafe							F53157459	02/05/2026				JBR	1	Potatoes - Baby Roast																																		CA2
The 68 Cafe							F53157459	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		CA2
The 68 Cafe							F53157459	02/05/2026				SMF2	1	Soup Mix - Fine Cut																																		CA2
The 68 Cafe							F53157459	02/05/2026				TCP	3	Tomatoes - Cherry																																		CA2
The 68 Cafe							F53157459	02/05/2026				TB	2	Tomatoes																																		CA2
The 68 Cafe							F53157459	02/05/2026				T75	1	Blue Centrefeed Rolls 2ply 170mmx150mtr																																		CA2
The 68 Cafe							F53157459	02/05/2026				B	4	Bananas																																		CA2
The 68 Cafe							F53157459	02/05/2026				LW	1	Salad - Bryans Leafy Salad																																		CA2

Rof59 Activity Centre							F53157649	02/05/2026				POR	10	Chips - Chunky (Vacuum Pack)																																		RO3
Rof59 Activity Centre							F53157649	02/05/2026				CAK	1	Carrots																																		RO3
Rof59 Activity Centre							F53157649	02/05/2026				GMO	2	Cheese - Mozzarella Grated																																		RO3

The Quarry Burn							F53155966	02/05/2026				RCL	4	Chips - Raw Chunky																																		QU1
The Quarry Burn							F53155966	02/05/2026				CM2	2	Coleslaw - Mix																																		QU1
The Quarry Burn							F53155966	02/05/2026				WCD4	2	Cream - Double																																		QU1

Sam Turners Cafe Piercebridge							F53147049	02/05/2026				B	4	Bananas																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				CM2	4	Coleslaw - Mix																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				CU	10	Cucumber																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				E	4	Eggs																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				GBK	2	Grapes - Black																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				GGK	2	Grapes - Green																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				LE	2	Lemons																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				MB6	8	Mushrooms - Button (Medium)																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				PG	4	Peppers - Green																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				PY	4	Peppers - Yellow																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				TEN	10	Salad - Tender Leaves																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				ONC	2	Onions - Chilli																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				TBBS	8	Tomatoes - Beef																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				TC	3	Tomatoes - Cherry (Tray)																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				C37	1	Cheese - Cream																																		SA9
Sam Turners Cafe Piercebridge							F53147049	02/05/2026				POR	14	Chips - Chunky (Vacuum Pack)																																		SA9

Papa Kel's							F53153994	02/05/2026				RCL	3	Chips - Raw Chunky																																		PA4

China Chef - Shildon							F53161415	02/05/2026				RCL	8	Chips - Raw Chunky																																		CH6
China Chef - Shildon							F53161415	02/05/2026				Key	1	Key																																		CH6

The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				CU	6	Cucumber																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				RCL	4	Chips - Raw Chunky																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				PEC	4	Pea Shoots																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				MU	2	Mushrooms - Open White Flats																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				LW	1	Salad - Bryans Leafy Salad																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				B	6	Bananas																																		DA3
The Dairy Barn (Zaksons Limited)							F53162218	02/05/2026				C16	2	Cheese - Red Grated																																		DA3

White Hart - WH							F53168153	02/05/2026				FEE	1	Service Fee																																		WH
White Hart - WH							F53168153	02/05/2026				RCL	6	Chips - Raw Chunky																																		WH

Shalimar Tandoori Ltd (Billingham)							F52887137	02/05/2026				RCT	4	Chips - Chunky Premium																																		SH3
Shalimar Tandoori Ltd (Billingham)							F52887137	02/05/2026				Key	1	Key																																		SH3

Castle Eden Inn							F53162736	02/05/2026				RCL	8	Chips - Raw Chunky																																		CA17
Castle Eden Inn							F53162736	02/05/2026				SWM	2	Chips - Skin On Fries																																		CA17
Castle Eden Inn							F53162736	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		CA17
Castle Eden Inn							F53162736	02/05/2026				CS2	1	Carrots - Sliced																																		CA17

Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				CGS	5	Cabbage - Green (Shredded) **NOT Vac Pac**																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				CD2	3	Carrots - Diced																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				C17	4	Cheese - Soprano Red Grated																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				RCL	6	Chips - Raw Chunky																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				CB2	4	Carrots - Batons																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				WCD4	2	Cream - Double																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				M2	10	Milk - Whole Blue Top																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				ONC	4	Onions - Chilli																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				SD2	3	Swedes - Diced																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				TK	1	Tomatoes																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				TBBS	1	Tomatoes - Beef																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				TC	1	Tomatoes - Cherry (Tray)																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				CU	2	Cucumber																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				LW	3	Salad - Bryans Leafy Salad																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				LE	12	Lemons																																		BL4
Blue Bells (Pub) Newton Bewley							F53163306	02/05/2026				PQ10	9	Potatoes - Cut (Roast)																																		BL4

Chimes Cafe Peterlee							F52888297	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		CH20

Half Moon Inn Easington							F53150209	02/05/2026				PPS	5	Potatoes - Selected Peeled (clear bags)																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				CB5	3	Carrots - Batons																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				BRB	1	Broccoli																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				CGS2	3	Cabbage - Green (Shredded) Vac Pac																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				RCL	6	Chips - Raw Chunky																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				CU	6	Cucumber																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				LIB	1	Lettuce - Iceberg																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				O	1	Oranges - Medium																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				PG	1	Peppers - Green																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				PR	1	Peppers - Red																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				PY	1	Peppers - Yellow																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				SD5	3	Swedes - Diced																																		HA3
Half Moon Inn Easington							F53150209	02/05/2026				LE	3	Lemons																																		HA3

King Johns Tavern Valiant pub company Ltd							F53149544	02/05/2026				RCL	6	Chips - Raw Chunky																																		KI3

Amore Pizza Hartlepool							F52888321	02/05/2026				Key	1	Key																																		AM2
Amore Pizza Hartlepool							F52888321	02/05/2026				RCL	18	Chips - Raw Chunky																																		AM2

The Marine Hotel Seaton Carew							F53158845	02/05/2026				B	8	Bananas																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				BRB	2	Broccoli																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				BRK	3	Broccoli																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				BTL	10	Broccoli - Tenderstem																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				CAB	1	Carrots																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				CFB	2	Cauliflower																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				CF	5	Cauliflower																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				GMO	2	Cheese - Mozzarella Grated																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				C16	2	Cheese - Red Grated																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				C17	2	Cheese - Soprano Red Grated																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				RCL	12	Chips - Raw Chunky																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				CLM1	2	Coleslaw - Mix with Red & White Cabbage																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				HRC	3	Herbs - Red Chard																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				LE	8	Lemons																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				LOL	4	Lettuce - Lollo Rosso																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				LR	4	Lettuce - Radicchio																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				LIM	8	Limes																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				M	1	Mangetout																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				MB6	2	Mushrooms - Button (Medium)																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				ORK	3	Onions - Red																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				PEC	4	Pea Shoots																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				PG	6	Peppers - Green																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				PR	6	Peppers - Red																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				PY	6	Peppers - Yellow																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				JBRP	2	Potatoes - Baby Roast																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				HR1	3	Rocket Herbs																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				TB	1	Tomatoes																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				JB4	1	Potatoes - Jacket 40's																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				MA10	1	Mayonnaise - Real																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				COK	1	Courgette																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				AU	4	Aubergines																																		MA
The Marine Hotel Seaton Carew							F53158845	02/05/2026				SO	2	Spring Onions																																		MA

Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				BRK	1	Broccoli																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				CR2	1	Cabbage - Red Shredded																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				CB2	1	Carrots - Batons																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				C17B	1	Cheese - Soprano Red Grated																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				GMO	1	Cheese - Mozzarella Grated																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				CR	2	Cress																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				HC	1	Herb - Chives																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				HC2	1	Herb - Coriander																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				HR	1	Herb - Rosemary																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				HTI	1	Herb - Thyme																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				LL	1	Lettuce - Lambs																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				LE	8	Lemons																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				LIM	3	Limes																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				M2	6	Milk - Whole Blue Top																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				ONCB	1	Onions - Chilli																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				SUB	1	Peas - Sugar Snap																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				SUT	5	Peas - Sugar Snap																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				MP	1	Peppers - Mixed																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				P10	2	Potatoes - Peeled Standard (blue bag)																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				LW	1	Salad - Bryans Leafy Salad																																		TH2
Three Horseshoes Cowpen Bewley							F53159683	02/05/2026				TK	2	Tomatoes																																		TH2

The Pizza Guys Hartlepool							F53166169	02/05/2026				RCL	15	Chips - Raw Chunky																																		PI
The Pizza Guys Hartlepool							F53166169	02/05/2026				RCL	8	Chips - Raw Chunky																																		PI
The Pizza Guys Hartlepool							F53166169	02/05/2026				MBS	1	Mushrooms - Button (Small)																																		PI
The Pizza Guys Hartlepool							F53166169	02/05/2026				Key	1	Key																																		PI

Half Moon Inn Easington							F53160551	02/05/2026				PJB	1	Potatoes - Washed																																		HA3

Blue Valentine's							F53128679	02/05/2026				S5	1	Strawberries																																		BL11
Blue Valentine's							F53128679	02/05/2026				RASP	1	Raspberries																																		BL11
Blue Valentine's							F53128679	02/05/2026				O	5	Oranges - Medium																																		BL11
Blue Valentine's							F53128679	02/05/2026				HM	2	Herb - Mint																																		BL11
Blue Valentine's							F53128679	02/05/2026				LIM	15	Limes																																		BL11
Blue Valentine's							F53128679	02/05/2026				LE	10	Lemons																																		BL11
Blue Valentine's							F53128679	02/05/2026				PI	1	Pineapples																																		BL11
Blue Valentine's							F53128679	02/05/2026				CHIGK	1	Chillies - Green																																		BL11
Blue Valentine's							F53128679	02/05/2026				CHIRK	1	Chillies - Red																																		BL11
Blue Valentine's							F53128679	02/05/2026				C17	2	Cheese - Soprano Red Grated																																		BL11
Blue Valentine's							F53128679	02/05/2026				WCD4	2	Cream - Double																																		BL11
Blue Valentine's							F53128679	02/05/2026				LC1	4	Lettuce - Cos																																		BL11
Blue Valentine's							F53128679	02/05/2026				M2	8	Milk - Whole Blue Top																																		BL11
Blue Valentine's							F53128679	02/05/2026				PEC	1	Pea Shoots																																		BL11
Blue Valentine's							F53128679	02/05/2026				BUP	1	Butter - Portions																																		BL11
Blue Valentine's							F53128679	02/05/2026				CAK	2	Carrots																																		BL11
Blue Valentine's							F53128679	02/05/2026				CF	1	Cauliflower																																		BL11
Blue Valentine's							F53128679	02/05/2026				C	2	Celery																																		BL11
Blue Valentine's							F53128679	02/05/2026				CU	4	Cucumber																																		BL11
Blue Valentine's							F53128679	02/05/2026				E	1	Eggs																																		BL11
Blue Valentine's							F53128679	02/05/2026				FIB	4	Figs																																		BL11
Blue Valentine's							F53128679	02/05/2026				GBK	2	Grapes - Black																																		BL11
Blue Valentine's							F53128679	02/05/2026				GGK	2	Grapes - Green																																		BL11
Blue Valentine's							F53128679	02/05/2026				HJ	2	Honey																																		BL11
Blue Valentine's							F53128679	02/05/2026				LL	2	Lettuce - Lambs																																		BL11
Blue Valentine's							F53128679	02/05/2026				PR	2	Peppers - Red																																		BL11
Blue Valentine's							F53128679	02/05/2026				PY	2	Peppers - Yellow																																		BL11
Blue Valentine's							F53128679	02/05/2026				TCP	5	Tomatoes - Cherry																																		BL11
Blue Valentine's							F53128679	02/05/2026				LB	4	Lettuce - Baby Gem																																		BL11
Blue Valentine's							F53128679	02/05/2026				Key	1	Key																																		BL11

The Lion							F53163444	02/05/2026				GMO	2	Cheese - Mozzarella Grated																																		LI7
The Lion							F53163444	02/05/2026				C17	4	Cheese - Soprano Red Grated																																		LI7
The Lion							F53163444	02/05/2026				LE	2	Lemons																																		LI7
The Lion							F53163444	02/05/2026				LIM	2	Limes																																		LI7
The Lion							F53163444	02/05/2026				ONC	3	Onions - Chilli																																		LI7
The Lion							F53163444	02/05/2026				ORK	1	Onions - Red																																		LI7
The Lion							F53163444	02/05/2026				PAK	1	Parsley - Curly																																		LI7
The Lion							F53163444	02/05/2026				PR	5	Peppers - Red																																		LI7
The Lion							F53163444	02/05/2026				PY	5	Peppers - Yellow																																		LI7
The Lion							F53163444	02/05/2026				PJ	3	Potatoes - Jumbo																																		LI7
The Lion							F53163444	02/05/2026				LW	4	Salad - Bryans Leafy Salad																																		LI7
The Lion							F53163444	02/05/2026				TK	1	Tomatoes																																		LI7

The Jacksons Wharf							F53163303	02/05/2026				RCL	2	Chips - Raw Chunky																																		JA1

The Jacksons Wharf							F53163201	02/05/2026				CAK	2	Carrots																																		JA1
The Jacksons Wharf							F53163201	02/05/2026				BP2	1	Broccoli Florets																																		JA1
The Jacksons Wharf							F53163201	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		JA1
The Jacksons Wharf							F53163201	02/05/2026				SD5	1	Swedes - Diced																																		JA1

DSRM Sports & Social Club							F53014252	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		DS

Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				CS2	1	Carrots - Sliced																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				BRK	2.26	Broccoli																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				LW	3	Salad - Bryans Leafy Salad																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				TK	2	Tomatoes																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				CU	1	Cucumber																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				RCL	6	Chips - Raw Chunky																																		PL
Paddock Farm Nursery & Water Gardens							F53158500	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		PL

Thorpe Farm Centre							F53158589	02/05/2026				RCL	2	Chips - Raw Chunky																																		TH4
Thorpe Farm Centre							F53158589	02/05/2026				MU	7	Mushrooms - Open White Flats																																		TH4

Tre Amici Darlington							F53162497	02/05/2026				POR	10	Chips - Chunky (Vacuum Pack)																																		TR8
Tre Amici Darlington							F53162497	02/05/2026				PEC	4	Pea Shoots																																		TR8
Tre Amici Darlington							F53162497	02/05/2026				HR5	1	Rocket Herbs																																		TR8
Tre Amici Darlington							F53162497	02/05/2026				SP	3	Spinach																																		TR8

Neasham Road Cafe							F53157291	02/05/2026				RCL	3	Chips - Raw Chunky																																		NE1
Neasham Road Cafe							F53157291	02/05/2026				MBS	1	Mushrooms - Button (Small)																																		NE1
Neasham Road Cafe							F53157291	02/05/2026				Key	1	Key																																		NE1

The Beeswing Inn							F53163080	02/05/2026				GMO	2	Cheese - Mozzarella Grated																																		BE3
The Beeswing Inn							F53163080	02/05/2026				RCT	2	Chips - Chunky Premium																																		BE3
The Beeswing Inn							F53163080	02/05/2026				CM2	1	Coleslaw - Mix																																		BE3
The Beeswing Inn							F53163080	02/05/2026				LE	5	Lemons																																		BE3
The Beeswing Inn							F53163080	02/05/2026				LB	2	Lettuce - Baby Gem																																		BE3
The Beeswing Inn							F53163080	02/05/2026				LIM	2	Limes																																		BE3
The Beeswing Inn							F53163080	02/05/2026				M	1	Mangetout																																		BE3
The Beeswing Inn							F53163080	02/05/2026				M2	3	Milk - Whole Blue Top																																		BE3
The Beeswing Inn							F53163080	02/05/2026				MB6	1	Mushrooms - Button (Medium)																																		BE3
The Beeswing Inn							F53163080	02/05/2026				ONC	2	Onions - Chilli																																		BE3
The Beeswing Inn							F53163080	02/05/2026				ORK	2	Onions - Red																																		BE3
The Beeswing Inn							F53163080	02/05/2026				PG	2	Peppers - Green																																		BE3
The Beeswing Inn							F53163080	02/05/2026				PR	2	Peppers - Red																																		BE3
The Beeswing Inn							F53163080	02/05/2026				PY	2	Peppers - Yellow																																		BE3
The Beeswing Inn							F53163080	02/05/2026				PQ10	1	Potatoes - Cut (Roast)																																		BE3
The Beeswing Inn							F53163080	02/05/2026				LW	4	Salad - Bryans Leafy Salad																																		BE3
The Beeswing Inn							F53163080	02/05/2026				SO	3	Spring Onions																																		BE3

Town Hall Hotel Richmond							F53157549	02/05/2026				CAB	2	Carrots																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				RCL	6	Chips - Raw Chunky																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				CU	3	Cucumber																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				LE	4	Lemons																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				LB	4	Lettuce - Baby Gem																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				LIB	1	Lettuce - Iceberg																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				LIM	2	Limes																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				HR2	1	Micro Herb - Red Amaranth																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				PEC	1	Pea Shoots																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				PR	3	Peppers - Red																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				TBBS	5	Tomatoes - Beef																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				TCP	6	Tomatoes - Cherry																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				LI	2	Lettuce - Iceberg																																		TO
Town Hall Hotel Richmond							F53157549	02/05/2026				PAQ2	4	Parsnips - Quartered Prepared																																		TO

Terry's Catering							F53168086	02/05/2026				FEE	1	Service Fee																																		TE6
Terry's Catering							F53168086	02/05/2026				RC14	1	Chips - Raw Fish Shop																																		TE6

Blacksmiths Arms Swainby							F53168061	02/05/2026				FEE	1	Service Fee																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				RCL	14	Chips - Raw Chunky																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				TEN	12	Salad - Tender Leaves																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				MB6	2	Mushrooms - Button (Medium)																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				BRB	1	Broccoli																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				HB	1	Herb - Basil																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				HC2	2	Herb - Coriander																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				CG5	1	Carrots Grated																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				OSR2	2	Onions - Red Sliced																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				TB	2	Tomatoes																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				ORB	1	Onions - Red																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				CU1	1	Cucumber																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				B	6	Bananas																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				LE	12	Lemons																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				LIM	6	Limes																																		BL10
Blacksmiths Arms Swainby							F53168061	02/05/2026				PEC	3	Pea Shoots																																		BL10

The Copper Beech Pub Darlington							F53161623	02/05/2026				RCL	10	Chips - Raw Chunky																																		CO6

Sam Turners Cafe Northallerton							F53157446	02/05/2026				AR	10	Apples - Red																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				B	6	Bananas																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				CW	6	Cabbage - White																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				CAK	4	Carrots																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				RCL	6	Chips - Raw Chunky																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				CU	8	Cucumber																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				LE	4	Lemons																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				MB6	6	Mushrooms - Button (Medium)																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				ORK	3	Onions - Red																																		SA10
Sam Turners Cafe Northallerton							F53157446	02/05/2026				MP	1	Peppers - Mixed																																		SA10
